Location,Average_Cost,Online_Order,Table_Booking,Rating,Votes,Reviews_Count,Cuisines,Delivery_Time,Popularity
Surat,4195.0,No,Yes,3.5,741,580.0,Continental,25,Low
Nagpur,156.0,Yes,No,2.6,38,415.0,Street Food,56,Low
Mumbai,88.0,No,Yes,3.5,228,476.0,Gujarati,22,Low
Goa,138.0,No,No,3.5,268,130.0,Street Food,54,Low
Bhopal,237.0,No,Yes,4.2,111,172.0,Seafood,42,Low
Nashik,225.0,No,Yes,3.5,871,573.0,Continental,21,Low
Mumbai,206.0,No,No,3.9,106,474.0,Cafe,53,Low
Surat,558.0,Yes,Yes,4.3,483,579.0,Street Food,34,High
Nashik,315.0,Yes,No,4.3,889,87.0,Biryani,20,High
Mumbai,190.0,No,Yes,3.5,113,554.0,North Indian,46,Low
Nagpur,397.0,Yes,No,4.3,760,353.0,Biryani,21,High
Surat,250.0,Yes,Yes,3.4,581,156.0,Rajasthani,28,Low
Goa,297.0,Yes,No,4.8,543,333.0,Cafe,34,High
Chennai,406.0,Yes,Yes,4.8,721,493.0,Chinese,31,High
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Ahmedabad,486.0,No,Yes,4.8,636,597.0,South Indian,21,High
Kochi,84.0,Yes,No,3.4,124,381.0,Street Food,31,Low
Ahmedabad,213.0,No,Yes,2.8,238,590.0,Fast Food,34,Low
Mumbai,184.0,Yes,No,4.3,54,321.0,Seafood,33,Low
Pune,129.0,Yes,No,2.7,764,,Continental,58,Low
Hyderabad,373.0,No,No,4.6,694,29.0,Street Food,27,High
Nagpur,246.0,Yes,No,3.2,80,497.0,Cafe,45,Low
Nagpur,457.0,No,Yes,4.5,2711,167.0,Kerala,24,High
Chennai,5966.0,No,No,4.9,608,496.0,Rajasthani,21,High
Hyderabad,264.0,Yes,Yes,,712,305.0,Cafe,29,High
Indore,182.0,Yes,No,4.6,102,508.0,Street Food,20,Low
Goa,454.0,No,No,4.5,781,581.0,Fast Food,105,High
Surat,129.0,Yes,Yes,3.5,249,459.0,North Indian,41,Low
Jaipur,187.0,Yes,Yes,2.7,636,247.0,North Indian,44,Low
Bangalore,135.0,No,Yes,3.4,620,468.0,Chinese,36,High
Chennai,186.0,No,Yes,3.2,744,442.0,Chinese,57,Low
Kochi,97.0,Yes,No,3.0,487,469.0,Biryani,20,Low
Nagpur,143.0,Yes,Yes,3.2,236,587.0,Street Food,55,Low
Chennai,414.0,No,No,4.6,731,120.0,North Indian,34,High
Nashik,174.0,Yes,No,3.3,372,143.0,North Indian,58,Low
Hyderabad,505.0,Yes,No,4.6,405,451.0,South Indian,30,High
Delhi,529.0,Yes,No,4.5,460,40.0,Rajasthani,30,High
Bhopal,6816.0,No,No,2.6,672,539.0,Fast Food,48,High
Jaipur,221.0,No,Yes,3.3,43,261.0,Biryani,32,Low
Pune,237.0,No,Yes,3.0,335,526.0,Fast Food,41,Low
Hyderabad,120.0,Yes,No,4.2,111,484.0,Kerala,56,Low
Hyderabad,401.0,No,No,4.4,664,101.0,Biryani,23,High
Hyderabad,172.0,No,No,3.5,747,423.0,Cafe,29,Low
Mumbai,383.0,No,No,3.6,346,338.0,North Indian,34,High
Kochi,86.0,No,No,2.9,477,113.0,Kerala,34,Low
Kochi,180.0,No,No,3.5,346,291.0,North Indian,43,Low
Mumbai,356.0,No,Yes,4.9,723,287.0,Continental,20,High
Kochi,,Yes,Yes,2.8,308,527.0,North Indian,52,Low
Delhi,171.0,Yes,Yes,2.6,119,437.0,Biryani,49,Low
Bhopal,528.0,Yes,Yes,4.6,485,177.0,Street Food,32,High
Hyderabad,505.0,Yes,No,4.6,405,451.0,South Indian,30,High
Surat,434.0,No,Yes,5.0,841,162.0,Street Food,35,High
Hyderabad,373.0,No,No,4.6,694,29.0,Street Food,27,High
Delhi,443.0,Yes,Yes,4.3,523,267.0,North Indian,21,High
Ahmedabad,369.0,No,Yes,4.9,767,108.0,Fast Food,23,High
Pune,465.0,Yes,No,5.0,857,,Fast Food,26,High
Bhopal,172.0,No,Yes,3.5,36,336.0,Biryani,37,High
Nagpur,225.0,Yes,No,3.5,594,358.0,Continental,40,Low
Pune,442.0,Yes,No,4.6,586,368.0,Street Food,24,High
Bangalore,,Yes,No,2.6,102,506.0,Cafe,60,High
Nagpur,199.0,Yes,No,3.2,750,87.0,Continental,24,Low
Ahmedabad,133.0,Yes,No,4.2,107,545.0,Street Food,59,Low
Nashik,350.0,Yes,No,4.7,889,533.0,Kerala,26,High
Chennai,414.0,No,No,4.6,731,120.0,North Indian,34,High
Nashik,118.0,No,No,3.5,897,355.0,Continental,36,Low
Surat,99.0,Yes,No,2.8,873,430.0,North Indian,43,High
Ahmedabad,369.0,No,Yes,4.9,767,108.0,Fast Food,23,High
Chennai,154.0,Yes,No,2.7,531,572.0,Cafe,34,High
Chennai,227.0,Yes,Yes,2.8,181,443.0,Street Food,60,Low
Hyderabad,116.0,No,No,2.8,698,592.0,Kerala,43,Low
Jaipur,152.0,Yes,Yes,3.8,78,290.0,North Indian,24,Low
Goa,179.0,Yes,No,2.7,160,87.0,Gujarati,124,Low
Ahmedabad,107.0,Yes,Yes,3.1,468,98.0,Fast Food,20,Low
Jaipur,232.0,No,Yes,4.0,37,297.0,Fast Food,45,Low
Goa,222.0,Yes,Yes,4.6,40,388.0,Chinese,44,Low
Pune,168.0,Yes,Yes,2.8,135,482.0,Rajasthani,49,Low
Ahmedabad,599.0,Yes,Yes,,432,393.0,Seafood,27,High
Surat,98.0,No,No,4.9,37,53.0,Gujarati,46,Low
Bhopal,219.0,Yes,Yes,4.1,101,,Street Food,36,Low
Bhopal,165.0,Yes,No,3.3,4557,410.0,Fast Food,60,Low
Mumbai,217.0,Yes,No,2.8,389,476.0,Chinese,55,Low
Surat,149.0,Yes,No,2.8,510,401.0,Gujarati,23,Low
Pune,163.0,No,No,3.5,314,358.0,Seafood,51,Low
Indore,238.0,No,No,3.2,837,329.0,Rajasthani,54,Low
Ahmedabad,259.0,No,No,4.3,786,559.0,South Indian,25,High
Mumbai,470.0,No,Yes,5.0,486,35.0,Seafood,24,High
Mumbai,181.0,Yes,No,3.4,399,436.0,South Indian,21,Low
Delhi,545.0,No,Yes,4.6,708,570.0,Rajasthani,34,High
Nashik,210.0,Yes,No,2.6,234,,Kerala,23,Low
Surat,558.0,Yes,Yes,4.3,483,579.0,Street Food,34,High
Bhopal,543.0,No,No,4.3,554,163.0,Chinese,32,High
Indore,581.0,Yes,No,4.8,694,128.0,Street Food,24,High
Indore,114.0,No,No,3.0,126,418.0,Cafe,41,Low
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Pune,241.0,No,Yes,2.9,855,29.0,Chinese,31,Low
Kochi,197.0,Yes,No,2.9,765,316.0,Seafood,39,Low
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Bangalore,267.0,No,No,4.5,671,539.0,Continental,21,High
Hyderabad,488.0,No,Yes,,599,61.0,South Indian,58,Low
Kochi,297.0,Yes,No,4.9,653,265.0,Continental,30,High
Kochi,567.0,No,No,4.7,412,578.0,South Indian,32,High
Chennai,477.0,Yes,No,4.9,493,249.0,South Indian,31,High
Nashik,,No,Yes,3.2,330,502.0,Fast Food,57,High
Chennai,354.0,No,No,4.5,734,322.0,Fast Food,32,High
Pune,305.0,No,No,4.9,786,340.0,Seafood,56,High
Delhi,175.0,Yes,Yes,3.4,325,294.0,Rajasthani,55,Low
Bangalore,244.0,Yes,No,2.7,381,91.0,North Indian,51,Low
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Surat,434.0,No,Yes,5.0,841,162.0,Street Food,35,High
Surat,470.0,Yes,Yes,4.9,774,231.0,South Indian,26,High
Pune,585.0,Yes,Yes,4.4,566,105.0,Kerala,26,High
Nashik,486.0,Yes,Yes,4.7,866,183.0,Biryani,27,High
Surat,187.0,No,Yes,3.1,640,570.0,North Indian,55,Low
Surat,224.0,No,Yes,2.8,84,408.0,Biryani,38,Low
Delhi,545.0,No,No,4.4,506,85.0,Biryani,32,High
Jaipur,575.0,No,Yes,4.6,1776,295.0,Gujarati,20,High
Bangalore,217.0,No,Yes,3.1,546,512.0,South Indian,34,Low
Indore,363.0,No,Yes,4.9,644,295.0,Chinese,23,High
Jaipur,104.0,No,No,3.2,673,492.0,Gujarati,54,Low
Ahmedabad,259.0,No,No,4.3,786,559.0,South Indian,25,High
Kochi,338.0,Yes,No,4.3,434,366.0,Biryani,24,High
Surat,,No,No,2.8,324,106.0,Seafood,22,Low
Hyderabad,241.0,Yes,No,2.7,293,100.0,Street Food,39,Low
Nashik,166.0,No,Yes,3.2,152,516.0,Fast Food,35,Low
Indore,321.0,No,No,4.5,864,329.0,South Indian,20,High
Nagpur,152.0,Yes,Yes,4.9,154,402.0,Biryani,59,High
Delhi,233.0,No,No,2.7,48,530.0,Rajasthani,45,High
Goa,406.0,Yes,Yes,4.5,659,106.0,Rajasthani,28,High
Kochi,122.0,No,No,3.6,150,262.0,Continental,33,Low
Indore,475.0,Yes,Yes,4.7,597,266.0,Kerala,26,High
Hyderabad,196.0,No,Yes,2.8,60,457.0,Street Food,37,Low
Mumbai,,No,No,4.3,145,27.0,Seafood,20,Low
Bangalore,203.0,No,Yes,3.3,386,77.0,Gujarati,124,Low
Nashik,111.0,No,No,2.8,60,540.0,Biryani,60,High
Mumbai,502.0,Yes,No,3.9,167,306.0,Cafe,35,High
Chennai,128.0,Yes,Yes,3.6,73,442.0,Street Food,28,Low
Jaipur,109.0,Yes,Yes,3.8,141,71.0,South Indian,35,High
Bangalore,,No,Yes,4.3,482,366.0,Cafe,27,High
Nashik,180.0,No,Yes,3.2,214,115.0,Gujarati,24,Low
Nashik,,No,Yes,3.2,330,502.0,Fast Food,57,High
Chennai,,Yes,No,2.7,263,70.0,Fast Food,40,Low
Delhi,94.0,Yes,Yes,3.2,444,,Fast Food,48,Low
Mumbai,383.0,No,No,3.6,346,338.0,North Indian,34,High
Ahmedabad,149.0,Yes,Yes,2.7,655,531.0,Street Food,26,Low
Nagpur,145.0,Yes,Yes,3.0,665,491.0,Kerala,55,Low
Delhi,545.0,No,Yes,4.6,708,570.0,Rajasthani,34,High
Delhi,106.0,No,No,3.7,30,,Cafe,27,Low
Surat,95.0,Yes,Yes,2.8,158,236.0,Continental,49,Low
Chennai,477.0,Yes,No,4.9,493,249.0,South Indian,31,High
Nagpur,211.0,No,Yes,3.5,303,404.0,Gujarati,56,Low
Chennai,143.0,Yes,No,,455,512.0,North Indian,50,Low
Pune,429.0,Yes,No,3.8,366,533.0,Continental,56,High
Indore,86.0,Yes,Yes,4.4,119,348.0,Chinese,46,Low
Bangalore,146.0,Yes,No,2.8,123,178.0,Rajasthani,33,Low
Nagpur,222.0,No,No,3.0,247,383.0,North Indian,36,High
Goa,136.0,Yes,No,3.2,429,449.0,North Indian,54,Low
Bangalore,172.0,Yes,Yes,3.9,126,430.0,Rajasthani,41,Low
Hyderabad,129.0,No,No,3.7,111,237.0,Rajasthani,48,Low
Delhi,576.0,No,No,4.7,620,531.0,Chinese,33,High
Chennai,181.0,Yes,No,2.6,760,272.0,Rajasthani,29,Low
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Mumbai,137.0,No,Yes,2.6,536,158.0,Kerala,41,High
Bhopal,169.0,No,Yes,,115,68.0,North Indian,36,Low
Chennai,406.0,Yes,Yes,4.8,721,493.0,Chinese,31,High
Ahmedabad,207.0,No,No,2.7,537,533.0,South Indian,41,High
Bangalore,114.0,Yes,Yes,2.8,350,423.0,Rajasthani,35,Low
Mumbai,408.0,Yes,Yes,4.3,475,539.0,Biryani,27,High
Bangalore,192.0,No,Yes,3.2,254,239.0,Street Food,51,Low
Surat,581.0,No,No,4.3,560,,Fast Food,31,High
Ahmedabad,434.0,Yes,No,4.3,713,304.0,Rajasthani,21,High
Hyderabad,250.0,Yes,No,3.2,54,185.0,Rajasthani,33,Low
Nagpur,380.0,Yes,Yes,4.7,543,577.0,Biryani,22,High
Mumbai,84.0,Yes,No,3.5,435,518.0,Rajasthani,23,Low
Nashik,258.0,No,Yes,4.8,705,,South Indian,21,High
Nagpur,,No,Yes,3.6,689,262.0,Street Food,51,High
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Chennai,163.0,Yes,No,2.9,680,65.0,Street Food,45,Low
Pune,518.0,Yes,Yes,4.9,513,118.0,Gujarati,25,High
Surat,467.0,Yes,Yes,4.9,781,220.0,Kerala,22,High
Kochi,81.0,Yes,No,3.3,816,334.0,Seafood,51,Low
Nashik,111.0,No,No,2.8,60,540.0,Biryani,60,High
Pune,120.0,No,Yes,4.0,64,350.0,Gujarati,26,Low
Jaipur,143.0,Yes,No,3.7,113,268.0,North Indian,30,Low
Jaipur,403.0,Yes,No,4.3,427,283.0,Seafood,30,High
Jaipur,154.0,Yes,No,3.5,434,352.0,Biryani,30,Low
Nashik,345.0,No,No,4.5,4517,347.0,Cafe,49,High
Nashik,219.0,Yes,No,2.9,370,58.0,Cafe,51,Low
Surat,171.0,Yes,No,4.6,76,29.0,Continental,28,Low
Goa,454.0,No,No,4.5,781,581.0,Fast Food,105,High
Jaipur,214.0,Yes,Yes,2.9,598,144.0,Biryani,55,Low
Chennai,234.0,No,No,4.8,135,248.0,Gujarati,21,Low
Delhi,443.0,Yes,Yes,4.3,523,267.0,North Indian,21,High
Mumbai,94.0,No,Yes,2.8,711,583.0,North Indian,56,Low
Jaipur,209.0,No,Yes,4.7,35,479.0,Gujarati,50,Low
Surat,150.0,No,Yes,3.2,303,546.0,Fast Food,26,Low
Jaipur,387.0,Yes,No,4.4,785,325.0,Gujarati,28,High
Goa,190.0,No,No,3.3,888,127.0,Rajasthani,51,Low
Hyderabad,189.0,No,No,3.0,621,484.0,Biryani,40,Low
Hyderabad,129.0,No,No,3.6,688,579.0,Gujarati,50,Low
Mumbai,,No,Yes,3.3,815,183.0,Fast Food,49,Low
Goa,194.0,No,No,3.2,398,157.0,Chinese,41,Low
Bhopal,,Yes,No,3.5,245,326.0,North Indian,43,Low
Ahmedabad,369.0,No,Yes,4.9,767,108.0,Fast Food,23,High
Delhi,545.0,No,No,4.4,506,85.0,Biryani,32,High
Jaipur,100.0,No,No,3.8,34,545.0,South Indian,26,Low
Bhopal,412.0,No,Yes,4.3,436,463.0,Chinese,32,High
Ahmedabad,238.0,Yes,Yes,2.9,353,174.0,South Indian,58,Low
Bhopal,82.0,No,No,4.0,73,383.0,Fast Food,28,Low
Surat,107.0,No,No,2.6,69,570.0,Kerala,27,Low
Ahmedabad,89.0,Yes,No,2.7,362,514.0,South Indian,31,Low
Bhopal,178.0,No,No,3.4,395,375.0,Seafood,28,Low
Goa,426.0,Yes,Yes,4.3,842,358.0,Rajasthani,34,High
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Bhopal,176.0,Yes,Yes,2.9,142,274.0,Street Food,30,Low
Pune,203.0,Yes,No,3.2,58,600.0,Street Food,46,Low
Pune,128.0,Yes,Yes,3.0,527,218.0,Kerala,53,Low
Pune,149.0,No,Yes,2.8,177,241.0,Fast Food,30,High
Bangalore,135.0,No,Yes,3.4,620,468.0,Chinese,36,High
Indore,83.0,No,Yes,2.9,694,89.0,North Indian,47,Low
Nashik,86.0,Yes,Yes,2.7,644,152.0,Rajasthani,160,High
Nashik,345.0,No,No,4.5,4517,347.0,Cafe,49,High
Ahmedabad,259.0,No,No,4.3,786,559.0,South Indian,25,High
Nashik,338.0,No,No,4.3,709,435.0,Continental,30,High
Jaipur,134.0,Yes,Yes,3.3,3746,412.0,North Indian,59,Low
Ahmedabad,111.0,No,No,2.9,135,371.0,Gujarati,54,High
Ahmedabad,486.0,No,Yes,4.8,636,597.0,South Indian,21,High
Delhi,234.0,Yes,Yes,2.7,281,,Kerala,45,Low
Nashik,219.0,No,Yes,2.6,192,48.0,Fast Food,60,Low
Kochi,103.0,Yes,Yes,3.2,590,38.0,South Indian,36,Low
Nagpur,183.0,Yes,No,2.8,314,402.0,South Indian,46,Low
Bhopal,156.0,Yes,Yes,3.5,174,204.0,Gujarati,54,Low
Bhopal,432.0,No,No,4.8,826,443.0,Cafe,33,High
Nagpur,533.0,Yes,Yes,4.9,684,156.0,Seafood,27,High
Ahmedabad,144.0,Yes,No,2.7,819,211.0,Biryani,51,Low
Hyderabad,175.0,No,Yes,,638,181.0,Gujarati,21,High
Bangalore,404.0,No,Yes,4.7,615,536.0,Chinese,22,High
Chennai,354.0,No,No,4.5,734,322.0,Fast Food,32,High
Mumbai,144.0,Yes,Yes,3.4,395,376.0,North Indian,39,Low
Chennai,83.0,No,Yes,2.6,420,416.0,Cafe,46,Low
Hyderabad,151.0,No,Yes,3.6,55,530.0,Continental,37,Low
Bangalore,135.0,No,Yes,3.4,620,468.0,Chinese,36,High
Bangalore,101.0,No,No,3.5,664,152.0,Rajasthani,48,Low
Hyderabad,312.0,No,Yes,4.3,495,465.0,Fast Food,23,High
Chennai,143.0,No,No,2.5,829,597.0,Gujarati,50,Low
Nashik,111.0,No,No,2.8,60,540.0,Biryani,60,High
Chennai,225.0,No,Yes,2.9,392,143.0,South Indian,33,Low
Jaipur,210.0,No,No,2.8,468,205.0,Chinese,31,Low
Nashik,187.0,Yes,No,2.5,44,307.0,Biryani,20,Low
Pune,520.0,No,Yes,4.2,437,68.0,Chinese,51,High
Bangalore,181.0,No,Yes,3.5,612,582.0,South Indian,20,Low
Surat,107.0,Yes,No,3.1,101,498.0,Biryani,20,High
Delhi,218.0,No,No,3.1,186,456.0,Seafood,39,Low
Bhopal,142.0,Yes,No,2.6,602,47.0,North Indian,46,Low
Kochi,361.0,No,Yes,4.9,644,206.0,Rajasthani,35,High
Delhi,529.0,Yes,No,4.5,460,40.0,Rajasthani,30,High
Chennai,295.0,No,No,4.8,598,555.0,Seafood,27,High
Jaipur,162.0,No,Yes,5.0,123,170.0,Seafood,29,High
Chennai,549.0,No,No,4.4,568,285.0,Chinese,28,High
Chennai,212.0,No,No,3.8,74,516.0,Cafe,46,Low
Nagpur,585.0,No,Yes,4.7,375,102.0,Rajasthani,51,High
Bhopal,112.0,Yes,No,2.9,878,77.0,Gujarati,20,Low
Delhi,545.0,No,No,4.4,506,85.0,Biryani,32,High
Delhi,447.0,Yes,Yes,4.6,647,520.0,South Indian,21,High
Hyderabad,505.0,Yes,No,4.6,405,451.0,South Indian,30,High
Pune,174.0,No,Yes,3.8,127,484.0,Seafood,46,Low
Surat,569.0,Yes,Yes,4.6,821,80.0,Continental,21,High
Indore,292.0,Yes,No,4.8,830,394.0,Continental,21,High
Indore,317.0,No,No,4.5,699,164.0,South Indian,30,High
Bangalore,215.0,Yes,No,2.7,601,445.0,Street Food,43,High
Goa,135.0,No,Yes,2.7,721,241.0,Continental,45,Low
Chennai,399.0,No,No,4.5,853,381.0,Biryani,30,High
Jaipur,90.0,Yes,No,4.4,35,,Gujarati,32,Low
Surat,92.0,Yes,Yes,3.0,518,311.0,South Indian,22,Low
Indore,204.0,No,Yes,,319,561.0,Kerala,39,Low
Indore,209.0,No,Yes,3.5,264,421.0,North Indian,59,High
Surat,4980.0,Yes,No,2.7,2757,212.0,Kerala,46,Low
Hyderabad,188.0,Yes,No,3.4,161,516.0,Biryani,32,Low
Bhopal,442.0,No,No,4.9,491,272.0,Cafe,25,High
Chennai,116.0,No,No,3.1,352,,Gujarati,30,Low
Pune,353.0,Yes,Yes,4.7,424,74.0,Chinese,23,High
Goa,140.0,Yes,Yes,2.5,122,231.0,Rajasthani,59,Low
Kochi,214.0,No,No,4.3,128,533.0,Cafe,37,Low
Bhopal,432.0,No,No,4.8,826,443.0,Cafe,33,High
Ahmedabad,259.0,No,No,4.3,786,559.0,South Indian,25,High
Kochi,164.0,Yes,Yes,3.5,795,174.0,North Indian,43,High
Goa,118.0,No,No,4.9,142,215.0,Chinese,21,Low
Goa,84.0,Yes,Yes,3.1,253,81.0,Kerala,28,High
Kochi,88.0,Yes,Yes,3.0,606,217.0,Gujarati,29,Low
Delhi,529.0,Yes,No,4.5,460,40.0,Rajasthani,30,High
Indore,581.0,Yes,No,4.8,694,128.0,Street Food,24,High
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Indore,130.0,No,Yes,3.4,671,137.0,Cafe,20,Low
Ahmedabad,96.0,Yes,Yes,2.8,314,532.0,Kerala,51,Low
Nashik,122.0,No,No,4.8,43,299.0,Gujarati,48,Low
Delhi,511.0,No,Yes,4.9,470,128.0,Biryani,20,High
Nashik,398.0,No,Yes,4.4,661,119.0,Gujarati,22,High
Jaipur,162.0,No,Yes,5.0,123,170.0,Seafood,29,High
Indore,182.0,No,No,3.0,626,69.0,Cafe,49,Low
Hyderabad,91.0,No,No,3.8,60,364.0,Continental,21,Low
Hyderabad,154.0,No,No,3.5,427,315.0,Street Food,21,Low
Ahmedabad,207.0,No,No,2.7,537,533.0,South Indian,41,High
Kochi,137.0,No,No,2.8,507,456.0,Seafood,57,Low
Jaipur,184.0,No,No,3.2,473,364.0,South Indian,35,Low
Bangalore,,Yes,No,2.6,102,506.0,Cafe,60,High
Goa,459.0,No,No,4.4,572,451.0,South Indian,34,High
Bangalore,160.0,No,Yes,2.7,31,415.0,Chinese,33,Low
Ahmedabad,123.0,No,Yes,3.2,757,433.0,South Indian,60,Low
Surat,600.0,No,No,5.0,684,249.0,Continental,24,High
Hyderabad,234.0,No,Yes,4.3,38,72.0,Kerala,49,Low
Kochi,116.0,Yes,No,3.3,858,246.0,Biryani,60,Low
Bhopal,412.0,No,Yes,4.3,436,463.0,Chinese,32,High
Delhi,243.0,No,No,3.4,669,504.0,Seafood,37,Low
Nagpur,192.0,No,No,2.5,336,80.0,Biryani,33,Low
Ahmedabad,362.0,No,Yes,4.6,460,176.0,Cafe,35,High
Indore,229.0,Yes,Yes,4.9,105,500.0,Seafood,39,Low
Mumbai,138.0,Yes,No,3.3,502,187.0,Cafe,56,Low
Chennai,288.0,Yes,No,4.9,480,242.0,Continental,142,High
Bhopal,166.0,No,Yes,3.5,327,261.0,Gujarati,43,Low
Goa,167.0,Yes,Yes,2.6,201,327.0,North Indian,52,Low
Surat,228.0,No,No,4.1,321,234.0,Cafe,47,Low
Bhopal,543.0,No,No,4.3,554,163.0,Chinese,32,High
Chennai,154.0,Yes,No,2.7,531,572.0,Cafe,34,High
Delhi,270.0,No,Yes,4.3,753,432.0,North Indian,32,High
Delhi,,No,No,2.9,598,287.0,Kerala,48,Low
Bangalore,238.0,No,Yes,2.7,224,54.0,Kerala,35,Low
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Kochi,557.0,Yes,Yes,4.9,697,,North Indian,32,High
Nagpur,562.0,No,Yes,4.5,500,437.0,Gujarati,21,High
Bhopal,271.0,No,No,4.9,676,419.0,South Indian,30,High
Nagpur,,No,Yes,3.3,609,190.0,Street Food,32,Low
Goa,386.0,Yes,Yes,4.5,654,353.0,Gujarati,30,High
Jaipur,207.0,No,Yes,2.7,60,290.0,Rajasthani,54,Low
Hyderabad,506.0,No,Yes,3.8,375,210.0,Fast Food,48,High
Nagpur,113.0,No,Yes,3.9,122,247.0,Fast Food,47,Low
Ahmedabad,81.0,No,No,2.8,552,196.0,Seafood,38,Low
Nashik,167.0,Yes,No,2.8,50,264.0,Continental,42,High
Bhopal,397.0,No,No,4.3,764,471.0,Kerala,34,High
Bhopal,543.0,No,No,4.3,554,163.0,Chinese,32,High
Nashik,177.0,No,No,3.0,669,32.0,Gujarati,26,Low
Surat,300.0,No,Yes,4.3,593,26.0,Rajasthani,31,High
Goa,292.0,Yes,No,4.9,648,280.0,Chinese,21,High
Goa,485.0,No,No,,567,423.0,Kerala,26,High
Ahmedabad,143.0,No,Yes,3.5,105,74.0,Cafe,29,Low
Hyderabad,163.0,Yes,No,2.6,432,522.0,South Indian,49,High
Mumbai,122.0,No,No,3.0,480,427.0,Fast Food,39,Low
Nashik,187.0,Yes,Yes,2.9,739,550.0,Continental,21,Low
Delhi,303.0,No,No,4.0,678,532.0,Biryani,37,High
Kochi,136.0,Yes,Yes,3.0,773,155.0,Biryani,53,Low
Bhopal,442.0,No,No,4.9,491,272.0,Cafe,25,High
Delhi,157.0,No,No,2.5,219,421.0,Cafe,43,Low
Hyderabad,373.0,No,No,4.6,694,29.0,Street Food,27,High
Nagpur,120.0,Yes,No,2.6,858,389.0,North Indian,45,Low
Indore,583.0,Yes,No,4.5,538,526.0,Continental,32,High
Bangalore,211.0,No,Yes,2.9,4045,283.0,South Indian,26,Low
Chennai,163.0,No,Yes,3.3,332,210.0,Biryani,28,Low
Bangalore,135.0,No,Yes,3.4,620,468.0,Chinese,36,High
Goa,454.0,No,No,4.5,781,581.0,Fast Food,105,High
Nashik,166.0,Yes,Yes,4.2,143,502.0,North Indian,36,Low
Chennai,158.0,No,No,3.1,144,436.0,South Indian,24,Low
Chennai,187.0,No,Yes,3.5,616,478.0,Biryani,57,Low
Ahmedabad,144.0,Yes,Yes,4.9,721,424.0,Kerala,39,High
Delhi,443.0,Yes,No,4.7,593,,Cafe,32,High
Bangalore,143.0,Yes,Yes,2.8,30,176.0,Street Food,58,Low
Ahmedabad,158.0,No,No,3.5,413,249.0,Street Food,109,Low
Chennai,,Yes,Yes,2.7,441,454.0,Seafood,35,Low
Nashik,248.0,Yes,No,3.4,766,596.0,Street Food,41,Low
Indore,288.0,No,Yes,4.7,581,555.0,Street Food,26,High
Jaipur,494.0,No,No,3.7,464,335.0,Chinese,59,High
Bhopal,210.0,No,Yes,2.9,708,491.0,Continental,50,Low
Goa,254.0,No,Yes,5.0,436,527.0,Gujarati,31,High
Kochi,102.0,No,Yes,2.5,67,420.0,Seafood,52,Low
Delhi,443.0,Yes,Yes,4.3,523,267.0,North Indian,21,High
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Pune,301.0,Yes,No,,625,145.0,Seafood,21,High
Indore,180.0,No,No,3.3,183,265.0,Biryani,22,Low
Pune,450.0,Yes,No,4.3,773,127.0,Chinese,26,High
Delhi,111.0,No,Yes,4.4,77,121.0,Continental,60,Low
Indore,583.0,Yes,No,4.5,538,526.0,Continental,32,High
Kochi,557.0,Yes,Yes,4.9,697,,North Indian,32,High
Nagpur,110.0,Yes,Yes,2.7,710,386.0,Kerala,50,High
Bangalore,177.0,Yes,Yes,3.4,290,456.0,Kerala,60,Low
Delhi,133.0,Yes,No,3.6,72,335.0,Fast Food,43,Low
Surat,248.0,No,Yes,2.8,165,265.0,Kerala,23,Low
Surat,81.0,No,No,3.8,88,330.0,Seafood,24,Low
Hyderabad,422.0,No,No,4.7,561,376.0,Seafood,32,High
Kochi,121.0,No,Yes,2.7,759,432.0,Biryani,28,Low
Indore,296.0,No,No,4.5,597,,North Indian,26,High
Surat,206.0,No,Yes,2.9,441,401.0,Street Food,49,Low
Bhopal,490.0,Yes,No,3.7,884,513.0,Rajasthani,57,High
Pune,196.0,Yes,No,4.1,115,244.0,South Indian,32,Low
Chennai,210.0,No,Yes,3.2,770,73.0,South Indian,34,Low
Surat,548.0,No,Yes,4.0,863,483.0,Fast Food,150,High
Nagpur,429.0,Yes,Yes,4.9,585,402.0,South Indian,112,High
Ahmedabad,486.0,No,Yes,4.8,636,597.0,South Indian,21,High
Bangalore,106.0,No,No,3.1,134,386.0,Cafe,50,High
Kochi,557.0,Yes,Yes,4.9,697,,North Indian,32,High
Chennai,175.0,Yes,Yes,,126,,South Indian,36,Low
Ahmedabad,599.0,Yes,Yes,,432,393.0,Seafood,27,High
Surat,250.0,No,No,4.4,450,191.0,Kerala,35,High
Surat,293.0,No,Yes,4.6,509,76.0,Biryani,28,High
Ahmedabad,212.0,No,No,3.0,388,105.0,Chinese,47,High
